CustomerID,Recency,Frequency,Monetary,Total_Quantity,Avg_Order_Value,Purchase_Frequency,Spending_per_Item,Customer_Value
12347.0,-0.9063853829095097,0.44897777345768103,1.1614539137631177,1.0488309601560841,0.34284225027161236,-0.13593318555268202,-0.018746292915622558,0.02561436358758296
12348.0,1.5649316487894038,-0.3687219915516256,-0.43156304689922026,-0.36681406714842124,-0.10339124912887498,2.0543651850699467,-1.7223222726524487,-0.05694438793421039
12349.0,-0.7362947370031067,-0.12548218803619893,-0.013293346083729113,-0.06595900677928455,0.1119895466941897,-0.4417315682929317,0.10103974936075003,-0.049468225861635476
12350.0,2.1752569076300263,-0.31696884186749225,-0.3283976007021877,-0.32127924720066003,0.21334869593729636,-0.4417315682929317,-0.3692778448474932,-0.05629661474879826
12352.0,-0.5662040910967037,-0.09443029822571894,0.021182707043036344,-0.09360514746185387,0.055069083851704,0.1637591695777089,0.5300154240254893,-0.047986799722966156
12353.0,1.1146917037430433,-0.3894232514252789,-0.46233080240068597,-0.469267412030884,-0.13945569831957746,-0.4417315682929317,0.5626906582444291,-0.05701937002652544
12354.0,1.394841002883001,-0.1979365975939856,-0.14124477068637592,-0.17491732593999892,0.08607375685358591,-0.4417315682929317,0.050554907239875664,-0.05299989483936209
12355.0,1.2147450248644567,-0.3531960466463856,-0.36649101227543085,-0.4156013742353083,0.7715636486281728,-0.4417315682929317,1.5795664817821171,-0.05672223833704493
12356.0,1.53491565245298,-0.23933911734129226,-0.012454684767925632,-0.054575301792344245,1.2736131533788582,-0.08715138432898335,0.03016777026563857,-0.052598446994099726
12357.0,-0.5962200874331277,0.055653835858267726,0.9514500889799612,0.7504152651412918,1.5053183877059697,-0.4417315682929317,0.20748274607381484,-0.01836685032681536
12358.0,-0.9063853829095097,-0.3687219915516256,-0.43023937662969913,-0.4237325920831228,-0.06230913744207463,2.9703639936434794,-0.6469690471850033,-0.05694194550053615
12359.0,-0.34608678462959397,0.40239993874196106,0.9295842686498557,0.6284469974240742,0.17230502601961933,-0.19884414227762706,0.481417249802397,0.01002641316953072
12360.0,-0.40611877730244206,0.20573796994225438,0.4540633025892728,0.4040253848243938,-0.03563672317996496,-0.2679266661533382,-0.06634902444863011,-0.023522740805339493
12361.0,1.9451342690507754,-0.3531960466463856,-0.38877111108683704,-0.4074701563874938,0.3105659067991907,-0.4417315682929317,0.3268280480203594,-0.05678390512618675
12362.0,-0.8963800507973683,0.7232694667835877,1.506547888686453,1.1285168950646662,0.18455638893563875,-0.25684332951173006,0.3910197111859783,0.07535183899736306
12363.0,0.17419048520175628,-0.30144289696225224,-0.23235572351288358,-0.18304854378781343,0.8813250157303116,0.5128356111679082,-0.6504859293756678,-0.05559820612226414
12364.0,-0.8463533902366616,0.0039006861741343957,0.0817785131981396,0.5609578892872138,-0.1833843685378182,-0.25853180657822505,-1.376360069757741,-0.043621527510733976
12365.0,1.9851555974993407,-0.2962675819938389,-0.3215569535841278,-0.34079417003541485,-0.06917706298360832,-0.4417315682929317,0.08550646388908936,-0.0560715752491938
12367.0,-0.8863747186852269,-0.3531960466463856,-0.4072620774473238,-0.38958147712230184,-0.0720308585282639,-0.4417315682929317,-0.7907964143590591,-0.05683508436615479
12370.0,-0.41612410941458344,0.3661727339630677,0.786496522949936,0.5918565171089089,0.07220151089081644,-0.15486302249980155,0.25256509074948397,0.00048550591952990855
12371.0,-0.32607612040531125,-0.10995624313095893,0.15131161976081153,-0.07490334641188051,0.5720499636410357,-0.4417315682929317,1.193579411040269,-0.046205485611522344
12372.0,-0.20601213505961505,-0.17206002275191892,-0.0030677406428479136,0.06414047878574752,0.4886216517956602,0.2577584309814028,-0.5294391053891588,-0.050613674428684606
12373.0,2.1852622397421677,-0.3376701017411456,-0.3260230776996115,-0.3456729007441035,0.8272283419442577,-0.4417315682929317,0.10358121857490847,-0.0564708168248522
12374.0,-0.6762627443302586,-0.24968974727811893,-0.2084942934252937,-0.2115078062551642,0.2072820824452473,-0.4417315682929317,-0.2046037677189765,-0.05463262601524477
